,4EBP1_pS65,ACC_pS79,AKT_pS473,AKT_pT308,AMPK_pT172,BAD_pS112,CHK1_pS345,CHK2_pT68,EGFR_pY1068,EGFR_pY1173,EGFR_pY992,ER-alpha_pS118,FOXO3a_pS318_S321,GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,NF-kB-p65_pS536,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,S6_pS240_S244,STAT3_pY705,Src_pY416,Src_pY527,TAZ_pS89,YAP_pS127,YB-1_PS102,c-JUN_pS73,c-Met_pY1235,c-Raf_pS338,mTOR_pS2448,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363
EGFR_pY992,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
ER-alpha_pS118,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
FOXO3a_pS318_S321,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
GSK3-alpha-beta_pS21_S9,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
GSK3-alpha-beta_pS9,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0
HER2_pY1248,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09
JNK_pT183_pT185,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
MAPK_pT202_Y204,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
MEK1_pS217_S221,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
NF-kB-p65_pS536,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
PDK1_pS241,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
PKC-alpha_pS657,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
PRAS40_pT246,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,1.0
Rb_pS807_S811,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
S6_pS235_S236,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,0.0,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
S6_pS240_S244,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
STAT3_pY705,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
Src_pY416,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
Src_pY527,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
TAZ_pS89,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
YAP_pS127,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
YB-1_PS102,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09
c-JUN_pS73,2.0611535e-09,2.0611535e-09,1.0,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
c-Met_pY1235,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
c-Raf_pS338,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,1.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
mTOR_pS2448,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,0.0,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09,2.0611535e-09
