time,y0_1,y0_2,y0_3,y0_4,y0_5,y0_6,y0_7,y0_8,y0_9,y0_10,y0_11,y0_12,y0_13,y0_14,y0_15,y0_16,y0_17,y0_18,y0_19,y0_20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
1.445972921792019525e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000015158092273282e+02,1.999993734258950099e+03,1.000000445986973148e+02,5.000000217408616550e+02,1.999991147692265656e+02,1.000004838516384638e+02,9.999991080488698572e+02,5.000008919511409431e+02,9.999977701267093266e+01,5.000267554607293619e+01,1.999921959386635137e+02,5.000356755896379468e+01,1.000044594897015600e+02,8.000089201288037088e+01,3.000022298907961371e+01,9.999988850695727649e+01,4.999999331035920846e+01,2.000000066896407702e+02,9.999993366091496227e+01,5.000006689606318844e+01
1.500293322019216659e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000017004450353397e+02,1.999992971100695058e+03,1.000000500308867970e+02,5.000000243889582521e+02,1.999990069494309068e+02,1.000005427822133157e+02,9.999989994067858561e+02,5.000010005932263084e+02,9.999974985225937019e+01,5.000300139748115669e+01,1.999912454448716232e+02,5.000400206750367715e+01,1.000050026353651162e+02,8.000100067001075388e+01,3.000025014991759775e+01,9.999987492690267743e+01,4.999999249554176828e+01,2.000000075044582104e+02,9.999992558065228820e+01,5.000007504416723236e+01
1.556654359271058807e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000018920169973740e+02,1.999992179273119291e+03,1.000000556671456025e+02,5.000000271365349818e+02,1.999988950792036064e+02,1.000006039266141471e+02,9.999988866833796237e+02,5.000011133166339050e+02,9.999972167152137104e+01,5.000333949004453871e+01,1.999902592441847844e+02,5.000445289908628155e+01,1.000055661852073143e+02,8.000111340902864754e+01,3.000027833109805897e+01,9.999986083669051595e+01,4.999999165011433888e+01,2.000000083498856611e+02,9.999991719684099678e+01,5.000008349836847543e+01
1.615132693503092994e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000020907856817871e+02,1.999991357699211221e+03,1.000000615151399330e+02,5.000000299873290714e+02,1.999987790063834439e+02,1.000006673680070435e+02,9.999987697253293391e+02,5.000012302746856108e+02,9.999969243212662207e+01,5.000369028362263890e+01,1.999892359952135905e+02,5.000492066691411708e+01,1.000061509057453861e+02,8.000123038327701863e+01,3.000030757095187539e+01,9.999984621715589128e+01,4.999999077292701344e+01,2.000000092270729795e+02,9.999990849807774396e+01,5.000009227016598601e+01
1.675807864530768676e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000022970214454858e+02,1.999990505261499948e+03,1.000000675828239736e+02,5.000000329452180381e+02,1.999986585730929107e+02,1.000007331926823611e+02,9.999986483735535785e+02,5.000013516264628493e+02,9.999966209430493791e+01,5.000405425535039683e+01,1.999881743061770010e+02,5.000540600722566609e+01,1.000067575922920753e+02,8.000135175185938863e+01,3.000033790924988608e+01,9.999983104841390968e+01,4.999998986278666990e+01,2.000000101372133088e+02,9.999989947253085631e+01,5.000010137149079270e+01
1.738762400216250505e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000025110048018746e+02,1.999989620800535249e+03,1.000000738784507632e+02,5.000000360142250315e+02,1.999985336155236837e+02,1.000008014901721083e+02,9.999985224629947425e+02,5.000014775370233338e+02,9.999963061679204657e+01,5.000443190028711626e+01,1.999870727330094553e+02,5.000590958016078957e+01,1.000073870700373675e+02,8.000147767985629343e+01,3.000036938725698832e+01,9.999981530983266964e+01,4.999998891845537941e+01,2.000000110815446135e+02,9.999989010792414490e+01,5.000011081472214869e+01
1.804081928719380893e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000027330268022752e+02,1.999988703113309384e+03,1.000000804105833367e+02,5.000000391985244619e+02,1.999984039637135425e+02,1.000008723533717188e+02,9.999983918223942965e+02,5.000016081776253714e+02,9.999959795677354180e+01,5.000482373208986075e+01,1.999859297773965920e+02,5.000643207065858320e+01,1.000080401951708922e+02,8.000160833854981490e+01,3.000040204778827402e+01,9.999979898000519540e+01,4.999998793864869384e+01,2.000000120613512991e+02,9.999988039152026431e+01,5.000012061270433605e+01
1.871855294965575406e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000029633894318408e+02,1.999987750951622502e+03,1.000000871881064484e+02,5.000000425024474566e+02,1.999982694413155286e+02,1.000009458786663856e+02,9.999982562740602816e+02,5.000017437259609778e+02,9.999956406982661861e+01,5.000523028371205925e+01,1.999847438847374406e+02,5.000697418938906225e+01,1.000087178560464878e+02,8.000174390565651095e+01,3.000043593526724450e+01,9.999978203672034738e+01,4.999998692203392636e+01,2.000000130779660594e+02,9.999987031010336125e+01,5.000013077876418066e+01
1.942174681489028610e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000032024060203071e+02,1.999986763020383478e+03,1.000000942202385801e+02,5.000000459304878291e+02,1.999981298653578108e+02,1.000010221660621710e+02,9.999981156336257300e+02,5.000018843663973485e+02,9.999952890985963450e+01,5.000565210812843731e+01,1.999835134420297038e+02,5.000753667371972710e+01,1.000094209743904941e+02,8.000188456556914218e+01,3.000047109578625282e+01,9.999976445693256721e+01,4.999998586722832528e+01,2.000000141327716676e+02,9.999985984996109778e+01,5.000014132672912126e+01
2.015135733815558421e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000034504016682035e+02,1.999985737975848906e+03,1.000001015165445608e+02,5.000000494873083312e+02,1.999979850459949375e+02,1.000011013193220464e+02,9.999979697097970757e+02,5.000020302902277649e+02,9.999949242904948221e+01,5.000608977908715502e+01,1.999822367756760571e+02,5.000812028871853698e+01,1.000101505065554477e+02,8.000203050960752194e+01,3.000050757716918071e+01,9.999974621673052866e+01,4.999998477279717690e+01,2.000000152272028231e+02,9.999984899686603512e+01,5.000015227094607440e+01
2.090837690555750063e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000037077136888684e+02,1.999984674423795468e+03,1.000001090869485267e+02,5.000000531777467359e+02,1.999978347862495696e+02,1.000011834461070066e+02,9.999978183040948352e+02,5.000021816959318812e+02,9.999945457777643298e+01,5.000654389189017479e+01,1.999809121492076258e+02,5.000872582819452816e+01,1.000109074448208730e+02,8.000218193627870278e+01,3.000054542903650301e+01,9.999972729130469418e+01,4.999998363725188000e+01,2.000000163627481129e+02,9.999983773605625004e+01,5.000016362630091749e+01
2.169383518385182253e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000039746920675725e+02,1.999983570917623865e+03,1.000001169417474358e+02,5.000000570068226580e+02,1.999976788817446050e+02,1.000012686581225125e+02,9.999976612105831464e+02,5.000023387894454459e+02,9.999941530455679128e+01,5.000701506420298159e+01,1.999795377609222271e+02,5.000935411577747658e+01,1.000116928187429437e+02,8.000233905154699698e+01,3.000058470287276435e+01,9.999970765491346469e+01,4.999998245904792071e+01,2.000000175409520580e+02,9.999982605221522647e+01,5.000017540823871798e+01
2.250880052095457131e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000042516999372992e+02,1.999982425956390443e+03,1.000001250916250370e+02,5.000000609797442621e+02,1.999975171204252149e+02,1.000013570712704336e+02,9.999974982155899852e+02,5.000025017844405397e+02,9.999937455597270741e+01,5.000750393689470030e+01,1.999781117414336222e+02,5.001000600603821056e+01,1.000125076965548487e+02,8.000250206911410089e+01,3.000062545209661735e+01,9.999968728084823510e+01,4.999998123658275517e+01,2.000000187634172448e+02,9.999981392945110770e+01,5.000018763278480094e+01
2.335438139906481789e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000045391140726565e+02,1.999981237982766061e+03,1.000001335476664792e+02,5.000000651019153111e+02,1.999973492822702781e+02,1.000014488058066746e+02,9.999973290974163547e+02,5.000026709026162735e+02,9.999933227659967372e+01,5.000801117490976822e+01,1.999766321511289959e+02,5.001068238565094504e+01,1.000133531866197245e+02,8.000267121070979215e+01,3.000066773213347204e+01,9.999966614139702870e+01,4.999997996819362811e+01,2.000000200318063719e+02,9.999980135127499636e+01,5.000020031656647035e+01
2.423172794237600616e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000048373254024909e+02,1.999980005380918328e+03,1.000001423213733176e+02,5.000000693789426691e+02,1.999971751389932990e+02,1.000015439865047711e+02,9.999971536260346738e+02,5.000028463740001712e+02,9.999928840893099391e+01,5.000853746817239909e+01,1.999750969775307397e+02,5.001138417459930707e+01,1.000142304389382559e+02,8.000284670639345563e+01,3.000071160049088448e+01,9.999964420780686680e+01,4.999997865215534176e+01,2.000000213478446653e+02,9.999978830057858659e+01,5.000021347683569672e+01
2.514203348142796404e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000051467395415443e+02,1.999978726474312907e+03,1.000001514246791885e+02,5.000000738166436918e+02,1.999969944537317872e+02,1.000016427428255810e+02,9.999969715627757978e+02,5.000030284372612073e+02,9.999924289329970861e+01,5.000908353252495431e+01,1.999735041325590998e+02,5.001211232742763713e+01,1.000151406467128083e+02,8.000302879486709173e+01,3.000075711683679103e+01,9.999962145024456106e+01,4.999997728667786134e+01,2.000000227133221244e+02,9.999977475961085815e+01,5.000022713149252240e+01
2.608653617622545217e-12,5.000000000000000000e+02,2.000000000000000000e+03,1.000000000000000000e+02,5.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+03,5.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+02,8.000000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+02,5.000000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e+01,5.000054677871622175e+02,1.999977399552972201e+03,1.000001608699363800e+02,5.000000784210760685e+02,1.999968069849533379e+02,1.000017452042728507e+02,9.999967826591315543e+02,5.000032173409078382e+02,9.999919566765299805e+01,5.000965006222720888e+01,1.999718515269944419e+02,5.001286779721499443e+01,1.000160850081367983e+02,8.000321773494997046e+01,3.000080434351623637e+01,9.999959783778707845e+01,4.999997586989611875e+01,2.000000241301038670e+02,9.999976070991505139e+01,5.000024129914879012e+01
